URL	行番号	結果	詳細	HTML
https://www.ideamans.com/release/20180831/	0	該当なし		
https://www.ideamans.com/release/20180920/	0	該当なし		
https://www.ideamans.com/release/20171030/	0	該当なし		
https://www.ideamans.com/release/20160520/	0	該当なし		
https://www.ideamans.com/release/20171013-2/	0	該当なし		
https://www.ideamans.com/release/20160510/	0	該当なし		
https://www.ideamans.com/release/20160428/	0	該当なし		
https://www.ideamans.com/release/20160502/	0	該当なし		
https://www.ideamans.com/release/20160425/	0	該当なし		
https://www.ideamans.com/release/20160423/	0	該当なし		
https://www.ideamans.com/release/20160422/	0	該当なし		
https://www.ideamans.com/mt/checkrelease/	0	該当なし		
https://www.ideamans.com/mt/uploader/	0	該当なし		
https://www.ideamans.com/services/pagespeed/submission/	0	該当なし		
https://www.ideamans.com/lightfile/managed/agreement/	0	該当なし		
https://www.ideamans.com/about/alogorithm/	0	該当なし		
https://www.ideamans.com/software/webscan	0	該当なし		
https://www.ideamans.com/lightfile/lambda/install-easy/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/setup-bucket/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/upgrade/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/install-custom/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/migration/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/size/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/quality/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/config-env/	0	該当なし		
https://www.ideamans.com/lightfile/trial	0	該当なし		
https://www.ideamans.com/lightfile/lambda/acl/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/metadata/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/logging/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/backup/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/batch/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/sns/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/s3-batch-op/	0	該当なし		
https://www.ideamans.com/lightfile/lambda/eula/	0	該当なし		
https://www.ideamans.com/lightfile/command/requirement/	0	該当なし		
https://www.ideamans.com/lightfile/command/tutorial/	0	該当なし		
https://www.ideamans.com/lightfile/command/install/	0	該当なし		
https://www.ideamans.com/lightfile/command/help/	0	該当なし		
https://www.ideamans.com/lightfile/command/dryrun/	0	該当なし		
https://www.ideamans.com/lightfile/command/format/	0	該当なし		
https://www.ideamans.com/lightfile/command/exclude/	0	該当なし		
https://www.ideamans.com/lightfile/command/quality/	0	該当なし		
https://www.ideamans.com/lightfile/command/size/	0	該当なし		
https://www.ideamans.com/lightfile/command/recent/	0	該当なし		
https://www.ideamans.com/lightfile/command/fast-scan/	0	該当なし		
https://www.ideamans.com/lightfile/command/index-file/	468	8%税込の可能性	[s\System32\Windows]は税別 30円 の8%税込金額を含む可能性があります	プログラム/スクリプト<code>powershell.exe</code>のパス(例: <code>C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</code>)
https://www.ideamans.com/lightfile/command/logging/	0	該当なし		
https://www.ideamans.com/lightfile/command/directory/	0	該当なし		
https://www.ideamans.com/lightfile/command/slack-log/	0	該当なし		
https://www.ideamans.com/lightfile/command/serial/	0	該当なし		
https://www.ideamans.com/lightfile/command/progress/	0	該当なし		
https://www.ideamans.com/lightfile/command/no-backup/	0	該当なし		
https://www.ideamans.com/lightfile/command/ftp/	0	該当なし		
https://www.ideamans.com/lightfile/command/s3/	0	該当なし		
https://www.ideamans.com/lightfile/command/retry/	0	該当なし		
https://www.ideamans.com/lightfile/command/sftp/	0	該当なし		
https://www.ideamans.com/lightfile/command/pid/	0	該当なし		
https://www.ideamans.com/lightfile/command/proxy/	0	該当なし		
https://www.ideamans.com/lightfile/command/analyze/	0	該当なし		
https://www.ideamans.com/lightfile/command/whitepaper-benchmark/	0	該当なし		
https://www.ideamans.com/lightfile/managed/pricing/	440	8%税込の可能性	[ 10,000円]は税別 9,260円 の8%税込金額を含む可能性があります	10,000円
https://www.ideamans.com/lightfile/managed/pricing/	455	8%税込の可能性	[ 10,000円/サイト]は税別 9,260円 の8%税込金額を含む可能性があります	10,000円<small>/サイト</small>
https://www.ideamans.com/lightfile/managed/pricing/	460	8%税込の可能性	[ 10,000円/サイト]は税別 9,260円 の8%税込金額を含む可能性があります	10,000円<small>/サイト</small>
https://www.ideamans.com/lightfile/command/agreement/	0	該当なし		
https://www.ideamans.com/lightfile/managed/estimate/	0	該当なし		
https://www.ideamans.com/lightfile/managed/flow/	645	8%税込の可能性	[0円と、月額費用10,000円のみご請求しま]は税別 9,260円 の8%税込金額を含む可能性があります	LightFileサーバーは構築済みなので、Webサイトの設定費用100,000円と、月額費用10,000円のみご請求します。
https://www.ideamans.com/lightfile/managed/flow/	722	8%税込の可能性	[0円と、月額費用10,000円をご請求します]は税別 9,260円 の8%税込金額を含む可能性があります	Webサイトの追加費用50,000円と、月額費用10,000円をご請求します。
https://www.ideamans.com/lightfile/managed/subscribe/	0	該当なし		
https://www.ideamans.com/mt/keitaipost/	0	該当なし		
https://www.ideamans.com/software/webscan/	0	該当なし		
https://www.ideamans.com/software/webscan/closing	0	該当なし		
https://www.ideamans.com/software/webscan/closing/	0	該当なし		
